timestamp,customer_id,tenure,monthly_charges,total_charges,num_services,support_calls,contract_type,payment_method,internet_service,churn_probability,predicted_churn
2026-09-06 23:11:02,12956,30,35.15,1105.14,5,2,One year,Mailed check,Fiber optic,0.3357,0
2026-09-06 23:11:07,12957,32,89.45,3004.47,7,2,Two year,Electronic check,No,0.3173,0
2026-09-06 23:11:11,12958,4,40.96,158.53,5,1,Month-to-month,Credit card,Fiber optic,0.7824,1
2026-09-06 23:11:15,12959,21,20.76,442.61,6,6,Month-to-month,Mailed check,No,0.7401,1
2026-09-06 23:11:19,12960,68,30.2,1899.64,4,5,Month-to-month,Electronic check,Fiber optic,0.5122,1
2026-09-06 23:11:23,12961,72,39.34,2556.69,7,2,Month-to-month,Electronic check,DSL,0.4805,0
2026-09-06 23:11:27,12962,11,103.75,979.81,5,8,Month-to-month,Bank transfer,Fiber optic,0.8757,1
2026-09-06 23:11:31,12963,66,51.97,3250.95,5,6,Month-to-month,Credit card,DSL,0.7202,1
2026-09-06 23:11:36,12964,38,75.1,2761.44,2,0,Month-to-month,Credit card,Fiber optic,0.6836,1
2026-09-06 23:11:40,12965,12,57.92,593.1,3,6,Month-to-month,Mailed check,No,0.8907,1
2026-09-06 23:11:44,12966,48,49.65,2156.01,4,2,Month-to-month,Credit card,DSL,0.7158,1
2026-09-06 23:11:48,12967,9,71.1,580.82,2,7,Month-to-month,Bank transfer,No,0.8432,1
2026-09-06 23:11:52,12968,55,59.39,2955.91,5,2,Month-to-month,Credit card,No,0.657,1
2026-09-06 23:11:56,12969,20,113.68,2219.24,2,5,One year,Electronic check,No,0.4458,0
2026-09-06 23:12:00,12970,9,113.83,1075.3,1,10,Month-to-month,Credit card,Fiber optic,0.8638,1
2026-09-06 23:12:04,12971,70,65.18,4054.57,4,0,Month-to-month,Mailed check,DSL,0.567,1
2026-09-06 23:12:09,12972,67,43.82,2595.27,3,10,One year,Bank transfer,Fiber optic,0.242,0
2026-09-06 23:12:13,12973,2,36.33,71.92,1,3,One year,Bank transfer,Fiber optic,0.4153,0
2026-09-06 23:12:17,12974,48,39.31,1813.3,5,9,Two year,Electronic check,Fiber optic,0.2978,0
2026-09-06 23:12:21,12975,18,57.98,1076.56,7,0,Month-to-month,Mailed check,Fiber optic,0.5667,1
2026-09-06 23:12:25,12976,49,31.35,1526.17,5,1,Month-to-month,Bank transfer,No,0.588,1
2026-09-06 23:12:29,12977,63,57.17,3332.9,3,8,One year,Mailed check,No,0.3576,0
2026-09-06 23:12:33,12978,47,114.85,4730.49,5,9,Month-to-month,Electronic check,DSL,0.688,1
2026-09-06 23:12:38,12979,48,97.82,4710.68,3,8,Month-to-month,Credit card,No,0.7832,1
2026-09-06 23:12:42,12980,39,100.35,4039.29,6,7,Month-to-month,Credit card,Fiber optic,0.7321,1
2026-09-06 23:12:46,12981,34,109.55,3572.15,5,2,Two year,Electronic check,DSL,0.382,0
2026-09-06 23:12:50,12982,41,58.26,2243.13,3,0,One year,Electronic check,DSL,0.3122,0
2026-09-06 23:12:54,12983,12,21.56,242.15,2,0,One year,Mailed check,DSL,0.3465,0
2026-09-06 23:12:58,12984,11,116.41,1267.64,2,9,Month-to-month,Bank transfer,Fiber optic,0.8732,1
2026-09-06 23:13:02,12985,50,109.02,5670.51,2,2,One year,Bank transfer,Fiber optic,0.343,0
2026-09-06 23:13:06,12986,30,83.77,2187.13,1,4,One year,Bank transfer,Fiber optic,0.3517,0
2026-09-06 23:13:10,12987,37,88.02,2837.65,5,4,Month-to-month,Bank transfer,DSL,0.7446,1
2026-09-06 23:13:15,12988,38,20.09,729.06,5,5,Two year,Electronic check,Fiber optic,0.2778,0
2026-09-06 23:13:19,12989,37,60.71,2354.43,5,2,Month-to-month,Credit card,DSL,0.695,1
2026-09-06 23:13:23,12990,18,91.22,1641.7,1,9,Month-to-month,Mailed check,Fiber optic,0.907,1
2026-09-06 23:13:27,12991,1,34.56,32.1,6,3,One year,Mailed check,Fiber optic,0.3629,0
2026-09-06 23:13:31,12992,40,29.06,1181.25,2,2,One year,Mailed check,Fiber optic,0.2899,0
2026-09-06 23:13:35,12993,1,50.67,52.76,1,0,Month-to-month,Credit card,Fiber optic,0.7913,1
2026-09-06 23:13:39,12994,27,108.83,3069.95,2,1,Month-to-month,Bank transfer,No,0.8238,1
2026-09-06 23:13:44,12995,59,89.24,4600.92,1,8,Two year,Mailed check,No,0.3582,0
2026-09-06 23:13:48,12996,1,53.2,53.96,3,9,Month-to-month,Bank transfer,No,0.9155,1
2026-09-06 23:13:52,12997,45,48.17,2217.01,3,8,Month-to-month,Electronic check,Fiber optic,0.7016,1
2026-09-06 23:13:56,12998,14,43.73,554.02,1,1,One year,Mailed check,DSL,0.2794,0
2026-09-06 23:14:01,12999,50,91.1,4205.43,3,2,Month-to-month,Mailed check,Fiber optic,0.7241,1
2026-09-06 23:14:05,13000,39,34.99,1283.29,2,2,Month-to-month,Mailed check,DSL,0.6746,1
2026-09-06 23:14:09,13001,14,36.88,445.69,1,2,Month-to-month,Electronic check,No,0.7888,1
2026-09-06 23:14:13,13002,25,30.75,655.66,5,7,Month-to-month,Electronic check,No,0.641,1
2026-09-06 23:14:17,13003,16,103.36,1664.86,5,4,One year,Bank transfer,Fiber optic,0.4452,0
2026-09-06 23:14:21,13004,21,113.27,2080.07,4,8,Month-to-month,Bank transfer,DSL,0.6768,1
2026-09-06 23:14:26,13005,37,96.67,3311.31,1,3,Month-to-month,Bank transfer,DSL,0.6467,1
2026-09-06 23:14:30,13006,9,65.36,592.11,7,7,Month-to-month,Bank transfer,DSL,0.696,1
2026-09-06 23:14:34,13007,42,82.89,3091.89,5,3,Month-to-month,Electronic check,No,0.7024,1
2026-09-06 23:14:38,13008,29,35.22,1072.43,6,9,Two year,Credit card,Fiber optic,0.2219,0
2026-09-06 23:14:42,13009,2,48.97,95.05,5,8,Month-to-month,Mailed check,DSL,0.8311,1
2026-09-06 23:14:47,13010,38,89.17,2895.51,4,5,Two year,Bank transfer,Fiber optic,0.4458,0
2026-09-06 23:14:51,13011,65,96.51,6214.67,6,2,Month-to-month,Credit card,DSL,0.5064,1
2026-09-06 23:14:55,13012,29,37.11,954.49,4,4,One year,Bank transfer,Fiber optic,0.3045,0
2026-09-06 23:15:00,13013,42,110.02,4688.26,4,10,One year,Credit card,DSL,0.5164,1
2026-09-06 23:15:04,13014,67,107.34,6408.74,2,4,Month-to-month,Bank transfer,DSL,0.7178,1
2026-09-06 23:15:09,13015,51,71.76,3688.67,7,8,Month-to-month,Mailed check,Fiber optic,0.5884,1
2026-09-06 23:15:13,13016,61,89.01,5005.69,4,3,One year,Electronic check,DSL,0.2433,0
2026-09-06 23:15:17,13017,72,119.34,7665.13,5,5,Month-to-month,Bank transfer,DSL,0.6558,1
2026-09-06 23:15:21,13018,14,107.58,1575.53,1,3,Month-to-month,Mailed check,Fiber optic,0.8352,1
2026-09-06 23:15:25,13019,4,118.98,493.22,6,1,Month-to-month,Bank transfer,Fiber optic,0.7111,1
2026-09-06 23:15:29,13020,70,39.01,2438.21,2,8,Month-to-month,Credit card,DSL,0.7336,1
2026-09-06 23:15:33,13021,17,87.03,1552.89,5,8,One year,Mailed check,No,0.3247,0
2026-09-06 23:15:38,13022,68,57.08,3322.31,6,0,Two year,Electronic check,No,0.34,0
2026-09-06 23:15:42,13023,35,41.87,1463.7,4,7,One year,Mailed check,Fiber optic,0.3887,0
2026-09-06 23:15:46,13024,29,66.6,1853.18,6,3,Month-to-month,Bank transfer,Fiber optic,0.5444,1
2026-09-06 23:15:50,13025,68,73.43,4412.71,2,3,One year,Electronic check,Fiber optic,0.2749,0
2026-09-06 23:15:54,13026,15,88.49,1236.1,1,4,One year,Bank transfer,DSL,0.4216,0
2026-09-06 23:15:59,13027,39,77.32,2902.7,5,0,One year,Mailed check,Fiber optic,0.3721,0
2026-09-06 23:16:03,13028,23,114.41,2654.83,5,5,Month-to-month,Mailed check,DSL,0.7655,1
2026-09-06 23:16:07,13029,38,38.14,1302.55,5,0,Month-to-month,Electronic check,Fiber optic,0.6154,1
2026-09-06 23:16:11,13030,23,81.47,1868.29,5,4,Month-to-month,Bank transfer,Fiber optic,0.8327,1
2026-09-06 23:16:16,13031,20,51.48,986.54,3,10,Month-to-month,Electronic check,DSL,0.7251,1
2026-09-06 23:16:20,13032,4,57.24,199.11,5,7,Two year,Credit card,No,0.4947,0
2026-09-06 23:16:24,13033,7,98.27,629.36,4,4,One year,Bank transfer,DSL,0.5775,1
2026-09-06 23:16:29,13034,58,115.84,6963.68,6,8,One year,Electronic check,Fiber optic,0.3407,0
2026-09-06 23:16:33,13035,39,20.11,700.92,7,8,Two year,Mailed check,DSL,0.2255,0
2026-09-06 23:16:37,13036,26,81.93,2039.76,4,0,Two year,Bank transfer,Fiber optic,0.4254,0
2026-09-06 23:16:42,13037,17,57.13,855.46,7,8,Month-to-month,Electronic check,Fiber optic,0.7514,1
2026-09-06 23:16:46,13038,60,64.21,3408.66,7,10,One year,Bank transfer,Fiber optic,0.2168,0
2026-09-06 23:16:51,13039,65,36.18,2346.36,7,9,Month-to-month,Electronic check,DSL,0.6242,1
2026-09-06 23:16:55,13040,30,118.29,3701.1,2,7,Month-to-month,Credit card,Fiber optic,0.8146,1
2026-09-06 23:16:59,13041,37,32.58,1091.04,2,7,Two year,Credit card,Fiber optic,0.3359,0
2026-09-06 23:17:04,13042,24,41.16,925.38,7,4,Two year,Electronic check,No,0.2895,0
2026-09-06 23:17:08,13043,55,26.22,1294.05,4,9,One year,Electronic check,Fiber optic,0.217,0
2026-09-06 23:17:12,13044,9,39.66,322.51,1,9,One year,Mailed check,DSL,0.4213,0
2026-09-06 23:17:17,13045,64,24.05,1513.37,3,3,Month-to-month,Mailed check,Fiber optic,0.499,0
2026-09-06 23:17:21,13046,21,35.78,668.06,1,2,One year,Credit card,Fiber optic,0.2601,0
2026-09-06 23:17:25,13047,7,117.27,710.73,6,6,Two year,Credit card,DSL,0.458,0
2026-09-06 23:17:30,13048,34,51.01,1514.76,3,1,Two year,Bank transfer,Fiber optic,0.3138,0
2026-09-06 23:17:34,13049,15,84.41,1088.03,3,2,Month-to-month,Bank transfer,Fiber optic,0.8358,1
2026-09-06 23:17:38,13050,41,23.46,855.58,6,9,Month-to-month,Mailed check,No,0.6829,1
2026-09-06 23:17:41,13051,15,92.95,1342.72,2,1,Two year,Electronic check,Fiber optic,0.4074,0
2026-09-06 23:17:46,13052,2,49.07,95.55,3,3,One year,Mailed check,Fiber optic,0.4131,0
2026-09-06 23:17:50,13053,4,105.69,392.05,2,10,Month-to-month,Credit card,Fiber optic,0.9351,1
2026-09-06 23:17:55,13054,62,52.48,2993.18,3,10,Two year,Mailed check,Fiber optic,0.3456,0
2026-09-06 23:17:59,13055,6,67.54,365.37,6,10,One year,Electronic check,DSL,0.4569,0
2026-09-06 23:18:04,13056,6,59.42,314.14,2,4,Two year,Credit card,DSL,0.5572,1
2026-09-06 23:18:10,13057,34,64.79,2199.36,1,3,Month-to-month,Electronic check,Fiber optic,0.7395,1
2026-09-06 23:18:14,13058,56,67.28,3723.35,2,10,Two year,Bank transfer,DSL,0.4942,0
2026-09-06 23:18:18,13059,48,38.12,1606.92,1,3,Month-to-month,Credit card,Fiber optic,0.7054,1
2026-09-06 23:18:22,13060,54,106.87,6041.42,5,1,One year,Bank transfer,No,0.2505,0
2026-09-06 23:18:26,13061,18,93.73,1465.53,6,2,Month-to-month,Bank transfer,Fiber optic,0.7266,1
2026-09-06 23:18:31,13062,18,75.68,1236.89,5,4,Month-to-month,Bank transfer,DSL,0.6592,1
2026-09-06 23:18:36,13063,18,37.68,639.48,1,8,One year,Credit card,No,0.4066,0
2026-09-06 23:18:40,13064,27,71.07,1723.45,7,7,Month-to-month,Mailed check,Fiber optic,0.6359,1
2026-09-06 23:18:45,13065,3,84.99,248.44,5,2,Month-to-month,Credit card,Fiber optic,0.8758,1
2026-09-06 23:18:50,13066,29,41.97,1048.29,7,8,Month-to-month,Electronic check,DSL,0.5648,1
2026-09-06 23:18:55,13067,28,99.79,2478.15,6,2,One year,Mailed check,Fiber optic,0.3946,0
2026-09-06 23:19:00,13068,51,34.61,1512.87,4,7,Month-to-month,Electronic check,Fiber optic,0.5709,1
2026-09-06 23:19:04,13069,50,37.21,1703.39,7,4,Month-to-month,Electronic check,DSL,0.5679,1
2026-09-06 23:19:08,13070,46,24.1,960.63,2,8,Month-to-month,Credit card,Fiber optic,0.6719,1
2026-09-06 23:19:13,13071,23,70.31,1559.85,3,10,Month-to-month,Mailed check,DSL,0.7964,1
2026-09-06 23:19:17,13072,37,33.48,1188.48,6,3,One year,Bank transfer,DSL,0.1821,0
2026-09-06 23:19:21,13073,28,33.45,839.85,4,6,Month-to-month,Mailed check,Fiber optic,0.7912,1
2026-09-06 23:19:26,13074,11,64.03,713.39,2,8,Two year,Electronic check,DSL,0.3988,0
2026-09-06 23:19:30,13075,59,107.91,5842.9,2,0,Two year,Mailed check,No,0.3314,0
2026-09-06 23:19:35,13076,19,89.27,1606.25,4,4,One year,Bank transfer,DSL,0.3576,0
2026-09-06 23:19:39,13077,18,78.33,1449.57,1,2,Two year,Credit card,No,0.4821,0
2026-09-06 23:19:43,13078,66,25.67,1693.12,3,8,One year,Bank transfer,DSL,0.2528,0
2026-09-06 23:19:48,13079,61,79.01,4373.55,5,6,One year,Credit card,Fiber optic,0.2248,0
2026-09-06 23:19:52,13080,67,96.1,6233.59,1,8,Month-to-month,Credit card,Fiber optic,0.8056,1
2026-09-06 23:19:56,13081,11,118.37,1152.87,4,9,Two year,Electronic check,No,0.5324,1
2026-09-06 23:20:01,13082,60,90.3,5658.89,5,8,Month-to-month,Mailed check,DSL,0.6273,1
2026-09-06 23:20:05,13083,8,26.75,219.49,7,4,Month-to-month,Bank transfer,DSL,0.6979,1
2026-09-06 23:20:09,13084,70,38.93,2586.45,4,0,Two year,Credit card,Fiber optic,0.277,0
2026-09-06 23:20:14,13085,49,62.5,3157.3,3,10,Month-to-month,Electronic check,Fiber optic,0.6813,1
2026-09-06 23:20:18,13086,29,37.31,961.03,3,5,Month-to-month,Mailed check,DSL,0.6909,1
2026-09-06 23:20:23,13087,59,79.76,4298.57,7,2,Two year,Electronic check,No,0.2806,0
2026-09-06 23:20:27,13088,37,87.72,3213.81,3,9,Month-to-month,Bank transfer,DSL,0.7671,1
2026-09-06 23:20:32,13089,46,101.89,4801.38,7,4,Month-to-month,Credit card,DSL,0.5929,1
2026-09-06 23:20:36,13090,34,113.87,3841.74,3,1,Month-to-month,Mailed check,Fiber optic,0.7392,1
2026-09-06 23:20:41,13091,26,104.18,2724.95,1,2,Two year,Mailed check,Fiber optic,0.4013,0
2026-09-06 23:20:45,13092,33,58.6,1681.05,4,5,Month-to-month,Mailed check,DSL,0.754,1
2026-09-06 23:20:50,13093,33,103.09,2950.62,1,8,Month-to-month,Electronic check,No,0.7447,1
2026-09-06 23:20:54,13094,30,112.4,3468.87,4,2,One year,Bank transfer,Fiber optic,0.3717,0
2026-09-06 23:20:59,13095,58,95.45,5806.33,5,2,One year,Bank transfer,No,0.2291,0
2026-09-06 23:21:03,13096,33,37.4,1267.17,3,9,One year,Credit card,DSL,0.36,0
2026-09-06 23:21:08,13097,44,110.99,5092.98,3,9,Two year,Mailed check,Fiber optic,0.3891,0
2026-09-06 23:21:12,13098,13,69.55,936.69,5,1,One year,Bank transfer,Fiber optic,0.4451,0
2026-09-06 23:21:17,13099,37,55.83,1774.66,1,3,Month-to-month,Bank transfer,No,0.593,1
2026-09-06 23:21:21,13100,5,55.4,264.63,4,1,One year,Bank transfer,Fiber optic,0.5476,1
2026-09-06 23:21:26,13101,2,31.33,57.53,1,3,Month-to-month,Mailed check,Fiber optic,0.823,1
2026-09-06 23:21:30,13102,65,110.91,6770.44,4,2,One year,Bank transfer,DSL,0.1777,0
2026-09-06 23:21:35,13103,20,29.6,535.43,5,9,Month-to-month,Credit card,No,0.8399,1
2026-09-06 23:21:39,13104,49,102.71,4286.42,4,8,Two year,Bank transfer,Fiber optic,0.411,0
2026-09-06 23:21:43,13105,41,86.13,3498.07,4,10,Month-to-month,Credit card,Fiber optic,0.757,1
2026-09-06 23:21:48,13106,65,36.36,2062.67,2,9,One year,Credit card,No,0.258,0
2026-09-06 23:21:52,13107,50,42.61,2050.35,7,4,Month-to-month,Electronic check,Fiber optic,0.4947,0
2026-09-06 23:21:57,13108,60,84.61,4578.94,2,8,Month-to-month,Mailed check,Fiber optic,0.7009,1
2026-09-06 23:22:01,13109,44,84.18,3590.17,6,8,Two year,Mailed check,Fiber optic,0.2938,0
2026-09-06 23:22:06,13110,13,60.25,800.51,4,10,One year,Credit card,No,0.4477,0
2026-09-06 23:22:10,13111,65,42.9,2551.75,1,9,Two year,Bank transfer,Fiber optic,0.4059,0
2026-09-06 23:22:15,13112,71,99.56,6802.72,6,2,Month-to-month,Mailed check,No,0.6357,1
2026-09-06 23:22:20,13113,59,54.96,2797.14,6,10,One year,Mailed check,Fiber optic,0.2717,0
2026-09-06 23:22:24,13114,41,100.42,4016.71,4,0,Two year,Bank transfer,Fiber optic,0.3421,0
2026-09-06 23:22:29,13115,16,35.62,501.95,7,3,One year,Mailed check,No,0.2962,0
2026-09-06 23:22:34,13116,46,59.56,2796.11,2,3,Two year,Mailed check,Fiber optic,0.2338,0
2026-09-06 23:22:39,13117,34,65.04,2291.92,1,9,Month-to-month,Electronic check,DSL,0.7659,1
2026-09-06 23:22:43,13118,40,45.52,1651.0,5,7,One year,Credit card,No,0.2987,0
2026-09-06 23:22:48,13119,72,46.25,3243.72,6,9,Month-to-month,Credit card,Fiber optic,0.7024,1
2026-09-06 23:22:53,13120,71,105.25,7236.5,3,3,One year,Bank transfer,DSL,0.1348,0
2026-09-06 23:22:57,13121,16,76.26,1140.02,3,0,One year,Credit card,DSL,0.3132,0
2026-09-06 23:23:01,13122,14,55.97,773.87,1,1,One year,Bank transfer,No,0.3891,0
2026-09-06 23:23:06,13123,33,98.04,2750.42,1,0,Month-to-month,Credit card,Fiber optic,0.6624,1
2026-09-06 23:23:11,13124,8,76.21,608.04,5,8,One year,Mailed check,No,0.4082,0
2026-09-06 23:23:15,13125,3,112.29,343.54,1,10,Month-to-month,Electronic check,No,0.8872,1
2026-09-06 23:23:20,13126,12,94.11,1007.6,3,10,Month-to-month,Mailed check,No,0.8841,1
2026-09-06 23:23:25,13127,67,104.13,6999.44,6,3,Month-to-month,Credit card,DSL,0.5019,1
2026-09-06 23:23:29,13128,12,30.52,337.44,3,3,Month-to-month,Bank transfer,No,0.8995,1
2026-09-06 23:23:33,13129,56,83.69,4850.14,4,2,Month-to-month,Bank transfer,DSL,0.5987,1
2026-09-06 23:23:38,13130,72,59.25,3944.07,4,8,Month-to-month,Bank transfer,DSL,0.6112,1
2026-09-06 23:23:43,13131,46,54.95,2226.08,5,3,Month-to-month,Mailed check,No,0.4585,0
2026-09-06 23:23:47,13132,30,73.89,2052.91,3,4,One year,Electronic check,Fiber optic,0.3816,0
2026-09-06 23:23:52,13133,37,111.43,3536.55,4,2,Month-to-month,Credit card,Fiber optic,0.7451,1
2026-09-06 23:23:57,13134,30,37.22,1026.29,5,3,Month-to-month,Bank transfer,DSL,0.5871,1
2026-09-06 23:24:01,13135,2,91.32,190.17,5,7,Month-to-month,Electronic check,Fiber optic,0.8967,1
2026-09-06 23:24:05,13136,37,87.91,2953.34,1,8,Month-to-month,Bank transfer,No,0.803,1
2026-09-06 23:24:45,10001,45,52.59,2427.63,7,0,Month-to-month,Mailed check,No,0.4591,0
2026-09-06 23:24:47,10002,63,24.14,1489.38,4,2,Month-to-month,Electronic check,DSL,0.533,1
2026-09-06 23:24:49,10003,52,55.25,2899.68,4,2,Two year,Bank transfer,DSL,0.2965,0
2026-09-06 23:24:51,10004,9,104.61,826.69,5,10,Two year,Electronic check,No,0.4934,0
2026-09-06 23:24:53,10005,45,34.98,1375.45,5,9,Two year,Credit card,Fiber optic,0.373,0
2026-09-06 23:24:55,10006,26,42.52,1074.06,2,7,One year,Credit card,DSL,0.4162,0
2026-09-06 23:24:58,10007,7,58.6,414.4,1,2,One year,Credit card,DSL,0.3443,0
2026-09-06 23:25:00,10008,69,96.54,6884.5,7,3,One year,Credit card,DSL,0.1552,0
2026-09-06 23:25:02,10009,31,78.29,2531.27,3,3,Two year,Electronic check,DSL,0.3621,0
2026-09-06 23:25:04,10010,17,87.54,1510.21,3,5,Month-to-month,Credit card,Fiber optic,0.8677,1
2026-09-06 23:25:06,10011,63,107.9,6574.11,7,10,One year,Bank transfer,DSL,0.3144,0
2026-09-06 23:25:08,10012,70,119.2,8207.56,4,6,One year,Credit card,DSL,0.2868,0
2026-09-06 23:25:10,10013,19,75.98,1500.27,6,8,Month-to-month,Mailed check,DSL,0.7256,1
2026-09-06 23:25:12,10014,41,112.95,4163.76,2,6,One year,Bank transfer,DSL,0.3576,0
2026-09-06 23:25:14,10015,35,37.79,1236.98,2,4,Month-to-month,Mailed check,DSL,0.7445,1
2026-09-06 23:25:17,10016,42,32.64,1230.36,6,7,One year,Credit card,DSL,0.2877,0
2026-09-06 23:25:19,10017,55,116.96,6744.87,7,6,One year,Credit card,Fiber optic,0.2823,0
2026-09-06 23:25:21,10018,10,78.77,777.52,3,10,Month-to-month,Mailed check,No,0.9061,1
2026-09-06 23:25:23,10019,21,49.63,888.26,1,8,Two year,Electronic check,DSL,0.4285,0
2026-09-06 23:25:25,10020,13,45.37,603.17,1,7,Month-to-month,Bank transfer,Fiber optic,0.9264,1
2026-09-06 23:25:27,10021,30,88.21,2269.22,2,5,Month-to-month,Electronic check,Fiber optic,0.8258,1
2026-09-06 23:25:29,10022,43,53.47,2356.86,5,2,Month-to-month,Mailed check,DSL,0.5614,1
2026-09-06 23:25:32,10023,1,38.06,35.56,3,10,One year,Electronic check,DSL,0.3712,0
2026-09-06 23:25:34,10024,64,75.92,4290.79,2,7,One year,Electronic check,Fiber optic,0.3477,0
2026-09-06 23:25:36,10025,25,75.29,1939.29,5,0,Month-to-month,Electronic check,DSL,0.6876,1
2026-09-06 23:25:38,10026,1,71.17,62.79,4,5,One year,Electronic check,DSL,0.3986,0
2026-09-06 23:25:40,10027,63,54.62,2953.56,2,10,Month-to-month,Electronic check,Fiber optic,0.665,1
2026-09-06 23:25:42,10028,35,73.48,2585.7,2,9,Month-to-month,Credit card,Fiber optic,0.8828,1
2026-09-06 23:25:44,10029,35,72.01,2322.01,5,0,Two year,Credit card,DSL,0.3804,0
2026-09-06 23:25:46,10030,33,52.7,1750.97,6,2,Month-to-month,Bank transfer,DSL,0.5394,1
2026-09-06 23:25:48,10031,26,70.62,1695.34,5,2,One year,Mailed check,DSL,0.3433,0
2026-09-06 23:25:50,10032,51,45.49,2055.48,7,7,One year,Electronic check,DSL,0.2003,0
2026-09-06 23:25:52,10033,64,92.24,5191.33,2,10,Month-to-month,Mailed check,Fiber optic,0.6905,1
2026-09-06 23:25:55,10034,64,49.7,2929.35,2,9,One year,Electronic check,DSL,0.2484,0
2026-09-06 23:25:57,10035,13,43.78,520.47,3,6,Two year,Bank transfer,Fiber optic,0.3332,0
2026-09-06 23:25:59,10036,31,104.87,3278.04,7,8,Month-to-month,Mailed check,No,0.8296,1
2026-09-06 23:26:01,10037,27,28.66,735.8,3,4,Month-to-month,Bank transfer,No,0.8393,1
2026-09-06 23:26:03,10038,13,89.59,1126.3,2,4,Month-to-month,Electronic check,Fiber optic,0.8838,1
2026-09-06 23:26:05,10039,65,26.12,1537.26,1,4,Two year,Bank transfer,DSL,0.3194,0
2026-09-06 23:26:07,10040,27,56.09,1346.3,6,2,Two year,Mailed check,Fiber optic,0.2323,0
2026-09-06 23:26:09,10041,9,25.58,229.95,7,6,One year,Electronic check,Fiber optic,0.3244,0
2026-09-06 23:26:11,10042,50,48.7,2178.12,2,6,Two year,Electronic check,Fiber optic,0.2528,0
2026-09-06 23:26:13,10043,4,47.89,180.55,3,2,Month-to-month,Credit card,DSL,0.8131,1
2026-09-06 23:26:16,10044,50,73.97,3470.19,6,0,Two year,Mailed check,Fiber optic,0.2316,0
2026-09-06 23:26:18,10045,40,95.38,3719.15,5,6,Month-to-month,Mailed check,Fiber optic,0.7496,1
2026-09-06 23:26:20,10046,44,76.21,2895.19,4,2,Two year,Credit card,Fiber optic,0.443,0
2026-09-06 23:26:22,10047,61,81.0,4632.83,4,0,Two year,Credit card,No,0.3029,0
2026-09-06 23:26:24,10048,33,28.65,843.52,7,9,One year,Electronic check,No,0.2896,0
2026-09-06 23:26:26,10049,51,31.31,1467.5,6,9,Two year,Credit card,Fiber optic,0.2522,0
2026-09-06 23:26:28,10050,5,47.93,225.92,6,0,Month-to-month,Mailed check,No,0.8122,1
