timestamp,customer_id,tenure,monthly_charges,total_charges,num_services,support_calls,contract_type,payment_method,internet_service,churn_probability,predicted_churn
2026-09-07 15:56:38,11434,17,96.24,1469.13,2,7,Month-to-month,Bank transfer,Fiber optic,0.8999,1
2026-09-07 15:56:41,11435,47,71.22,3036.82,2,2,Month-to-month,Credit card,Fiber optic,0.6401,1
2026-09-07 15:56:43,11436,5,51.69,220.85,7,6,Two year,Credit card,Fiber optic,0.4828,0
2026-09-07 15:56:45,11437,42,40.25,1510.96,2,7,Month-to-month,Mailed check,DSL,0.7531,1
2026-09-07 15:56:47,11438,43,27.2,1015.48,6,4,Month-to-month,Bank transfer,Fiber optic,0.4925,0
2026-09-07 15:56:49,11439,33,22.29,767.35,6,1,One year,Bank transfer,Fiber optic,0.2562,0
2026-09-07 15:56:51,11440,70,76.31,5426.64,4,7,Month-to-month,Credit card,Fiber optic,0.7505,1
2026-09-07 15:56:54,11441,7,37.05,244.24,4,1,Two year,Mailed check,Fiber optic,0.5153,1
2026-09-07 15:56:56,11442,58,28.7,1724.84,5,4,One year,Bank transfer,DSL,0.2085,0
2026-09-07 15:56:58,11443,44,62.61,2816.32,3,3,Two year,Bank transfer,DSL,0.2958,0
2026-09-07 15:57:00,11444,56,45.01,2478.04,6,4,Month-to-month,Credit card,No,0.6395,1
2026-09-07 15:57:02,11445,66,83.69,4722.9,1,0,Month-to-month,Electronic check,Fiber optic,0.6746,1
2026-09-07 15:57:04,11446,15,41.98,643.48,6,10,Month-to-month,Mailed check,Fiber optic,0.8648,1
2026-09-07 15:57:06,11447,62,51.45,2791.82,2,2,Month-to-month,Bank transfer,DSL,0.642,1
2026-09-07 15:57:09,11448,7,44.24,314.55,4,2,Month-to-month,Mailed check,Fiber optic,0.8422,1
2026-09-07 15:57:11,11449,65,85.51,5668.95,4,4,Month-to-month,Bank transfer,DSL,0.6859,1
2026-09-07 15:57:13,11450,34,42.67,1390.66,1,0,Month-to-month,Mailed check,DSL,0.6712,1
2026-09-07 15:57:15,11451,22,72.67,1569.67,3,5,One year,Bank transfer,DSL,0.3355,0
2026-09-07 15:57:17,11452,44,90.36,4026.75,2,9,Month-to-month,Credit card,DSL,0.7636,1
2026-09-07 15:57:19,11453,3,59.45,175.07,7,1,One year,Credit card,Fiber optic,0.3531,0
2026-09-07 15:57:21,11454,8,31.4,262.65,3,1,Month-to-month,Credit card,Fiber optic,0.6962,1
2026-09-07 15:57:23,11455,7,118.29,718.5,4,1,Month-to-month,Bank transfer,No,0.7872,1
2026-09-07 15:57:26,11456,12,79.9,888.47,3,1,Month-to-month,Electronic check,Fiber optic,0.8449,1
2026-09-07 15:57:28,11457,15,42.71,598.99,2,5,One year,Mailed check,Fiber optic,0.3683,0
2026-09-07 15:57:30,11458,45,60.11,2682.24,4,5,Month-to-month,Bank transfer,DSL,0.6587,1
2026-09-07 15:57:32,11459,4,90.18,326.3,7,1,One year,Credit card,Fiber optic,0.3887,0
2026-09-07 15:57:34,11460,50,88.63,4317.04,6,3,Month-to-month,Electronic check,No,0.7641,1
2026-09-07 15:57:36,11461,4,100.01,389.39,3,8,One year,Credit card,DSL,0.4905,0
2026-09-07 15:57:38,11462,42,87.5,3410.07,2,0,Month-to-month,Bank transfer,DSL,0.674,1
2026-09-07 15:57:40,11463,4,69.89,275.28,5,8,Month-to-month,Bank transfer,DSL,0.8353,1
2026-09-07 15:57:42,11464,2,101.29,209.44,3,9,Two year,Credit card,DSL,0.6385,1
2026-09-07 15:57:45,11465,15,95.82,1316.93,7,1,Month-to-month,Bank transfer,No,0.7022,1
2026-09-07 15:57:47,11466,16,86.24,1201.58,6,4,Month-to-month,Mailed check,DSL,0.7461,1
2026-09-07 15:57:49,11467,10,112.7,1087.34,7,10,Month-to-month,Mailed check,Fiber optic,0.7892,1
2026-09-07 15:57:51,11468,51,81.06,4293.15,5,6,Month-to-month,Mailed check,Fiber optic,0.6922,1
2026-09-07 15:57:53,11469,26,66.62,1719.12,2,6,Month-to-month,Mailed check,DSL,0.8402,1
2026-09-07 15:57:55,11470,2,91.44,184.64,2,2,Month-to-month,Electronic check,Fiber optic,0.8633,1
2026-09-07 15:57:57,11471,29,23.45,612.36,7,1,One year,Mailed check,No,0.336,0
2026-09-07 15:57:59,11472,59,98.33,5032.9,7,0,Two year,Bank transfer,Fiber optic,0.2506,0
2026-09-07 15:58:02,11473,68,67.41,4363.09,1,10,One year,Bank transfer,DSL,0.3012,0
2026-09-07 15:58:04,11474,31,33.68,920.08,2,1,Month-to-month,Electronic check,Fiber optic,0.812,1
2026-09-07 15:58:06,11475,38,73.83,2934.89,1,2,Month-to-month,Credit card,Fiber optic,0.6499,1
2026-09-07 15:58:08,11476,43,119.04,4699.57,3,6,Month-to-month,Electronic check,No,0.7017,1
2026-09-07 15:58:10,11477,46,40.74,1901.65,1,9,One year,Bank transfer,Fiber optic,0.2343,0
2026-09-07 15:58:12,11478,22,56.3,1217.8,3,4,One year,Mailed check,DSL,0.3478,0
2026-09-07 15:58:14,11479,7,77.17,474.88,6,4,One year,Electronic check,DSL,0.4144,0
2026-09-07 15:58:16,11480,37,73.56,2740.75,3,1,Two year,Bank transfer,Fiber optic,0.3583,0
2026-09-07 15:58:19,11481,53,30.88,1659.93,6,1,Two year,Credit card,DSL,0.1837,0
2026-09-07 15:58:21,11482,60,70.12,3958.97,6,9,Month-to-month,Electronic check,Fiber optic,0.6973,1
2026-09-07 15:58:23,11483,68,54.12,3837.73,2,8,Month-to-month,Electronic check,Fiber optic,0.6311,1
2026-09-07 15:58:25,11484,20,24.68,512.96,6,9,Month-to-month,Mailed check,No,0.8076,1
2026-09-07 15:58:27,11485,54,58.57,2843.86,1,9,Month-to-month,Bank transfer,DSL,0.7066,1
2026-09-07 15:58:29,11486,67,21.1,1376.25,3,8,Month-to-month,Mailed check,Fiber optic,0.6353,1
2026-09-07 15:58:31,11487,35,94.45,3343.62,5,2,Month-to-month,Electronic check,Fiber optic,0.7586,1
2026-09-07 15:58:33,11488,6,73.31,376.65,3,3,One year,Mailed check,Fiber optic,0.44,0
2026-09-07 15:58:36,11489,45,64.3,2915.64,5,4,One year,Credit card,Fiber optic,0.3206,0
2026-09-07 15:58:38,11490,32,90.06,2927.63,3,8,Two year,Electronic check,Fiber optic,0.3669,0
2026-09-07 15:58:40,11491,44,31.9,1360.35,4,1,Month-to-month,Electronic check,No,0.663,1
2026-09-07 15:58:42,11492,41,76.7,3204.73,3,10,Month-to-month,Electronic check,DSL,0.725,1
2026-09-07 15:58:44,11493,2,40.48,72.29,7,3,Month-to-month,Bank transfer,No,0.7396,1
2026-09-07 15:58:46,11494,59,79.3,4759.07,6,8,Month-to-month,Bank transfer,Fiber optic,0.7819,1
2026-09-07 15:58:48,11495,31,58.13,1725.48,4,2,One year,Mailed check,DSL,0.302,0
2026-09-07 15:58:50,11496,72,119.2,8253.47,6,9,Two year,Electronic check,DSL,0.3327,0
2026-09-07 15:58:52,11497,57,73.48,4279.15,1,10,Month-to-month,Electronic check,No,0.6546,1
2026-09-07 15:58:55,11498,40,112.83,4414.58,2,9,Month-to-month,Mailed check,DSL,0.7777,1
2026-09-07 15:58:57,11499,70,61.93,4132.16,5,5,Month-to-month,Mailed check,No,0.5805,1
2026-09-07 15:58:59,11500,23,73.83,1713.53,7,10,Month-to-month,Mailed check,No,0.8091,1
2026-09-07 15:59:01,11501,53,115.03,5423.31,2,7,Month-to-month,Electronic check,Fiber optic,0.8054,1
2026-09-07 15:59:03,11502,54,31.07,1579.31,1,10,One year,Credit card,Fiber optic,0.2882,0
2026-09-07 15:59:05,11503,40,41.35,1677.42,3,9,Two year,Electronic check,Fiber optic,0.3294,0
2026-09-07 15:59:07,11504,70,33.46,2163.17,4,4,One year,Electronic check,No,0.2409,0
2026-09-07 15:59:09,11505,39,55.34,2155.36,2,2,One year,Mailed check,No,0.3172,0
2026-09-07 15:59:11,11506,36,59.54,2130.32,5,10,One year,Mailed check,Fiber optic,0.3938,0
2026-09-07 15:59:13,11507,23,84.84,1671.16,4,5,Two year,Credit card,Fiber optic,0.606,1
2026-09-07 15:59:16,11508,20,34.59,725.03,1,2,Month-to-month,Credit card,No,0.7405,1
2026-09-07 15:59:18,11509,13,89.95,1023.39,5,0,One year,Bank transfer,Fiber optic,0.4186,0
